lof_score,is_lof_outlier
1.1141083568969967,False
1.0570111096713577,False
1.0354523378294476,False
1.0162521715217707,False
1.067338330438525,False
1.0503864547914796,False
1.0711706559577228,False
1.1020727960219525,False
1.050124075402956,False
1.0491936569253564,False
1.0425446196280588,False
0.9975725829859579,False
0.9913381870658137,False
1.0782744860193043,False
0.9937984259007486,False
1.0013331736625177,False
1.025389856583719,False
1.0019805226425613,False
1.0356910278767015,False
1.1547426289091787,False
1.1131548259861956,False
0.9884834944995624,False
1.0096114318336067,False
1.020307603920061,False
1.0056315941705543,False
0.9981914502369508,False
1.0697589702636974,False
0.999441129230159,False
1.0483898142035002,False
1.0182314342607077,False
1.0189160022342691,False
1.0816294797062567,False
1.0130693574422351,False
1.0793147145351178,False
0.9925564692051168,False
1.226335751429618,False
1.004285262375558,False
0.99476450314724,False
1.0345235370508525,False
1.0311018179567362,False
1.1036052349840673,False
1.0153701541584217,False
0.9953194850318585,False
1.5908245495281248,True
1.1057892913826761,False
0.9982542110938498,False
1.0104549703028183,False
1.0185866512541824,False
1.0417136077462057,False
1.0601493750204276,False
1.0167660926423985,False
1.006263473655856,False
1.0299136244308877,False
0.9875513902704937,False
1.0452241564111193,False
1.0220103582511997,False
1.2023586753201205,False
1.046786169329411,False
1.038442082347663,False
1.0932273930835898,False
1.546542911909007,True
1.0582661998956095,False
1.0581205606435489,False
1.0087328500804253,False
1.0886155632736338,False
1.0253159346700618,False
1.0843074224041032,False
1.0029474883878982,False
1.0434396264555064,False
1.02269101370076,False
1.0262748175130363,False
0.994224637905383,False
1.066697948970051,False
1.0676101397405506,False
1.0064039353144658,False
1.013204749093454,False
1.0554025411429953,False
1.1380102677371196,False
1.0208583828565911,False
1.0069323908268715,False
1.0275571001567247,False
1.121759799526791,False
1.013644390064032,False
1.245369482206421,False
1.0471608915598012,False
1.0477150186286543,False
1.1005651155561231,False
1.0328974610527972,False
0.9712668441749999,False
1.0184468553960286,False
0.9894576248720146,False
1.0737824729334673,False
1.0242178748029993,False
1.017858824917294,False
1.0578377580189378,False
0.9992793374348745,False
1.1096992723271273,False
1.1733524050647337,False
1.059022311974257,False
1.0535653653441066,False
1.0149671920648218,False
0.9741083816115491,False
0.9961947813509922,False
1.0994606865067207,False
1.043979503381147,False
0.9679298221844872,False
0.9825558837754247,False
1.1120649730993202,False
0.9884821212600746,False
1.0229744334268387,False
1.015270169721158,False
1.0176928142424013,False
1.0586102803703197,False
1.0306598036290644,False
1.0009156421567416,False
1.3195816516001615,True
1.0068283940424787,False
0.9814713587637656,False
0.9827355077901349,False
1.0068942731683508,False
